Contact ID,Account ID,Previous Stage,New Funnel Stage,Stage Entered Date,Stage Exit Date,Opportunity ID
1e14438e,436f5818,Closed Lost,SQL,2025-05-05,2025-05-05,
1e14438e,436f5818,SQL,Lead,2025-05-05,2025-05-05,
1e14438e,436f5818,Lead,MQL,2025-05-05,2025-05-05,
307bd039,77f34641,Subscriber,Closed Lost,2025-03-11,2025-04-18,
307bd039,77f34641,Closed Lost,Customer,2025-04-27,2025-05-02,
307bd039,77f34641,Customer,Opportunity,2025-05-04,2025-05-04,
307bd039,77f34641,Opportunity,SQL,2025-05-04,2025-05-04,
307bd039,77f34641,SQL,MQL,2025-05-05,2025-05-05,
28e67bdb,26c1f3f9,Subscriber,Lead,2025-01-22,2025-05-04,
28e67bdb,26c1f3f9,Lead,Customer,2025-05-05,2025-05-05,
28e67bdb,26c1f3f9,Customer,Closed Lost,2025-05-05,2025-05-05,
05d44bfc,7515676e,Subscriber,Customer,2025-03-24,2025-05-01,
05d44bfc,7515676e,Customer,Opportunity,2025-05-03,2025-05-03,
c26a1c51,4d9fdc55,Subscriber,Customer,2025-04-24,2025-05-01,
c26a1c51,4d9fdc55,Customer,Closed Lost,2025-05-05,2025-05-05,
c26a1c51,4d9fdc55,Closed Lost,Lead,2025-05-05,2025-05-05,
46dc5b81,af017c6f,Subscriber,Opportunity,2025-03-18,2025-03-30,
46dc5b81,af017c6f,Opportunity,Lead,2025-04-30,2025-05-03,
46dc5b81,af017c6f,Lead,Customer,2025-05-03,2025-05-03,
46dc5b81,af017c6f,Customer,SQL,2025-05-05,2025-05-05,
6499087e,62c3d7bd,Subscriber,Customer,2025-01-26,2025-04-27,
6499087e,62c3d7bd,Customer,Closed Lost,2025-05-05,2025-05-05,
6499087e,62c3d7bd,Closed Lost,SQL,2025-05-05,2025-05-05,
6499087e,62c3d7bd,SQL,Lead,2025-05-05,2025-05-05,
6499087e,62c3d7bd,Lead,MQL,2025-05-05,2025-05-05,
2317a890,7ccd09f5,Subscriber,Opportunity,2025-03-20,2025-05-03,
2317a890,7ccd09f5,Opportunity,Customer,2025-05-04,2025-05-05,
2317a890,7ccd09f5,Customer,Closed Lost,2025-05-05,2025-05-05,
2317a890,7ccd09f5,Closed Lost,MQL,2025-05-05,2025-05-05,
2317a890,7ccd09f5,MQL,Lead,2025-05-05,2025-05-05,
fe08ded2,9311af0b,Subscriber,Customer,2025-01-31,2025-02-13,
fe08ded2,9311af0b,Customer,SQL,2025-02-24,2025-05-02,
fe08ded2,9311af0b,SQL,Lead,2025-05-04,2025-05-04,
fe08ded2,9311af0b,Lead,Opportunity,2025-05-04,2025-05-05,
fe08ded2,9311af0b,Opportunity,Closed Lost,2025-05-05,2025-05-05,
562e9a68,eb4de464,Subscriber,Customer,2025-02-01,2025-04-09,
562e9a68,eb4de464,Customer,MQL,2025-04-30,2025-05-04,
562e9a68,eb4de464,MQL,Closed Lost,2025-05-04,2025-05-04,
562e9a68,eb4de464,Closed Lost,Opportunity,2025-05-05,2025-05-05,
562e9a68,eb4de464,Opportunity,Lead,2025-05-05,2025-05-05,
9bd3bc18,bc831849,Subscriber,Customer,2025-03-23,2025-03-27,
9bd3bc18,bc831849,Customer,Closed Lost,2025-04-08,2025-04-18,
c1a16ed9,0b487cd7,Subscriber,Closed Lost,2025-01-13,2025-01-22,
c1a16ed9,0b487cd7,Closed Lost,MQL,2025-03-23,2025-04-15,
27e02af8,04929b6f,Subscriber,Customer,2025-05-03,2025-05-03,
27e02af8,04929b6f,Customer,SQL,2025-05-04,2025-05-05,
28b312e7,5775e658,Subscriber,MQL,2025-03-28,2025-04-08,
28b312e7,5775e658,MQL,SQL,2025-04-25,2025-04-30,
8fae6675,867b4c7d,Subscriber,Lead,2025-05-04,2025-05-04,
8fae6675,867b4c7d,Lead,Opportunity,2025-05-04,2025-05-05,
8fae6675,867b4c7d,Opportunity,MQL,2025-05-05,2025-05-05,
8fae6675,867b4c7d,MQL,Customer,2025-05-05,2025-05-05,
8fae6675,867b4c7d,Customer,SQL,2025-05-05,2025-05-05,
ec61d849,c10fac8f,Subscriber,Opportunity,2025-03-24,2025-04-06,
ec61d849,c10fac8f,Opportunity,Customer,2025-04-30,2025-05-03,
ec61d849,c10fac8f,Customer,MQL,2025-05-05,2025-05-05,
10be7430,2693716a,Subscriber,Lead,2024-11-30,2024-12-30,
10be7430,2693716a,Lead,Closed Lost,2025-04-11,2025-04-11,
7c28090a,44b79dc6,Subscriber,Opportunity,2025-03-05,2025-05-01,
7c28090a,44b79dc6,Opportunity,SQL,2025-05-02,2025-05-02,
1e426fcb,3cf791ff,Subscriber,Closed Lost,2025-02-23,2025-02-25,
1e426fcb,3cf791ff,Closed Lost,MQL,2025-04-05,2025-04-30,
1e426fcb,3cf791ff,MQL,Opportunity,2025-05-01,2025-05-05,
08f49fc6,4dce2f2a,Subscriber,Customer,2025-03-14,2025-04-27,
08f49fc6,4dce2f2a,Customer,MQL,2025-04-30,2025-05-05,
08f49fc6,4dce2f2a,MQL,Closed Lost,2025-05-05,2025-05-05,
08f49fc6,4dce2f2a,Closed Lost,Opportunity,2025-05-05,2025-05-05,
08f49fc6,4dce2f2a,Opportunity,Lead,2025-05-05,2025-05-05,
00f31456,400e933a,Subscriber,Customer,2025-03-25,2025-04-15,
00f31456,400e933a,Customer,Lead,2025-04-23,2025-05-04,
00f31456,400e933a,Lead,Opportunity,2025-05-04,2025-05-04,
00f31456,400e933a,Opportunity,MQL,2025-05-04,2025-05-05,
8b96b00d,e1110cfc,Subscriber,SQL,2025-03-08,2025-03-12,
8b96b00d,e1110cfc,SQL,Closed Lost,2025-04-18,2025-04-23,
8b96b00d,e1110cfc,Closed Lost,MQL,2025-04-27,2025-04-29,
8b96b00d,e1110cfc,MQL,Customer,2025-05-01,2025-05-01,
33b7cb03,d8351c11,Subscriber,Customer,2025-02-01,2025-02-19,
33b7cb03,d8351c11,Customer,Opportunity,2025-03-29,2025-04-17,
33b7cb03,d8351c11,Opportunity,Closed Lost,2025-04-28,2025-05-04,
f1072387,79117a75,Subscriber,MQL,2025-04-30,2025-05-04,
f1072387,79117a75,MQL,Closed Lost,2025-05-04,2025-05-04,
f1072387,79117a75,Closed Lost,Lead,2025-05-05,2025-05-05,
f1072387,79117a75,Lead,SQL,2025-05-05,2025-05-05,
f1072387,79117a75,SQL,Opportunity,2025-05-05,2025-05-05,
2070014e,1e137337,Subscriber,MQL,2025-02-05,2025-05-02,
2070014e,1e137337,MQL,Closed Lost,2025-05-05,2025-05-05,
2070014e,1e137337,Closed Lost,Customer,2025-05-05,2025-05-05,
2070014e,1e137337,Customer,Lead,2025-05-05,2025-05-05,
83a18225,fdb77864,Subscriber,Closed Lost,2025-02-12,2025-03-01,
83a18225,fdb77864,Closed Lost,SQL,2025-03-26,2025-04-21,
83a18225,fdb77864,SQL,Opportunity,2025-05-01,2025-05-05,
83a18225,fdb77864,Opportunity,Customer,2025-05-05,2025-05-05,
83a18225,fdb77864,Customer,MQL,2025-05-05,2025-05-05,
c0ade694,c8ebb125,Subscriber,Customer,2025-03-20,2025-04-26,
c0ade694,c8ebb125,Customer,SQL,2025-05-03,2025-05-03,
c0ade694,c8ebb125,SQL,Lead,2025-05-03,2025-05-04,
c0ade694,c8ebb125,Lead,MQL,2025-05-04,2025-05-05,
c0ade694,c8ebb125,MQL,Closed Lost,2025-05-05,2025-05-05,
8e3a5fb4,9ac661e7,Subscriber,Closed Lost,2025-01-02,2025-04-22,
8e3a5fb4,9ac661e7,Closed Lost,Lead,2025-04-30,2025-05-04,
8e3a5fb4,9ac661e7,Lead,Customer,2025-05-05,2025-05-05,
8e3a5fb4,9ac661e7,Customer,SQL,2025-05-05,2025-05-05,
8e3a5fb4,9ac661e7,SQL,MQL,2025-05-05,2025-05-05,
2f0097c6,0b1ad39c,Subscriber,SQL,2025-02-12,2025-03-18,
2f0097c6,0b1ad39c,SQL,Customer,2025-05-05,2025-05-05,
2f0097c6,0b1ad39c,Customer,Closed Lost,2025-05-05,2025-05-05,
60c57fb3,5552ea37,Subscriber,Opportunity,2025-01-14,2025-02-02,
60c57fb3,5552ea37,Opportunity,Customer,2025-02-08,2025-03-31,
60c57fb3,5552ea37,Customer,Lead,2025-04-28,2025-05-01,
e9a97041,70a74757,Subscriber,Lead,2025-02-21,2025-04-10,
e9a97041,70a74757,Lead,Opportunity,2025-04-21,2025-04-30,
e9a97041,70a74757,Opportunity,Customer,2025-04-30,2025-05-05,
e9a97041,70a74757,Customer,Closed Lost,2025-05-05,2025-05-05,
38953370,1acd28e2,Subscriber,Closed Lost,2025-01-30,2025-02-16,
38953370,1acd28e2,Closed Lost,Lead,2025-03-04,2025-05-01,
bdd5aefd,750eff7d,Subscriber,MQL,2025-02-17,2025-02-18,
bdd5aefd,750eff7d,MQL,SQL,2025-03-31,2025-04-10,
73288405,f772bd1d,Subscriber,Customer,2025-01-31,2025-04-17,
73288405,f772bd1d,Customer,MQL,2025-04-20,2025-05-04,
73288405,f772bd1d,MQL,SQL,2025-05-04,2025-05-04,
10faaa70,9846c16b,Subscriber,Opportunity,2025-02-09,2025-02-09,
10faaa70,9846c16b,Opportunity,SQL,2025-04-11,2025-04-21,
10faaa70,9846c16b,SQL,Customer,2025-04-26,2025-04-28,
10faaa70,9846c16b,Customer,Closed Lost,2025-05-02,2025-05-04,
6fc6d143,119b8816,Subscriber,Customer,2025-02-26,2025-04-08,
6fc6d143,119b8816,Customer,MQL,2025-04-21,2025-05-05,
6fc6d143,119b8816,MQL,Closed Lost,2025-05-05,2025-05-05,
0d6b0993,a2fc79ab,Subscriber,MQL,2025-03-23,2025-04-10,
0d6b0993,a2fc79ab,MQL,Customer,2025-04-22,2025-05-03,
0d6b0993,a2fc79ab,Customer,Lead,2025-05-04,2025-05-05,
b415c68b,a7f3d556,Subscriber,SQL,2025-01-19,2025-03-19,
b415c68b,a7f3d556,SQL,MQL,2025-04-12,2025-04-16,
b415c68b,a7f3d556,MQL,Lead,2025-04-17,2025-05-05,
b415c68b,a7f3d556,Lead,Opportunity,2025-05-05,2025-05-05,
aa5b40e9,159c6543,Subscriber,Lead,2025-04-02,2025-05-05,
aa5b40e9,159c6543,Lead,Opportunity,2025-05-05,2025-05-05,
aa5b40e9,159c6543,Opportunity,Customer,2025-05-05,2025-05-05,
aa5b40e9,159c6543,Customer,MQL,2025-05-05,2025-05-05,
aa5b40e9,159c6543,MQL,Closed Lost,2025-05-05,2025-05-05,
6c94a080,1f67f870,Subscriber,SQL,2025-01-03,2025-02-21,
6c94a080,1f67f870,SQL,MQL,2025-03-30,2025-04-14,
6c94a080,1f67f870,MQL,Closed Lost,2025-04-26,2025-05-03,
6c94a080,1f67f870,Closed Lost,Opportunity,2025-05-04,2025-05-04,
dcbbf3db,0c725fab,Subscriber,Opportunity,2025-03-01,2025-03-20,
dcbbf3db,0c725fab,Opportunity,Lead,2025-04-17,2025-04-27,
c143edef,5362b3cb,Subscriber,SQL,2025-04-26,2025-04-27,
c143edef,5362b3cb,SQL,Lead,2025-05-03,2025-05-05,
c143edef,5362b3cb,Lead,MQL,2025-05-05,2025-05-05,
c143edef,5362b3cb,MQL,Closed Lost,2025-05-05,2025-05-05,
be942096,036e1b6f,Subscriber,Closed Lost,2025-03-25,2025-05-04,
be942096,036e1b6f,Closed Lost,MQL,2025-05-04,2025-05-04,
be942096,036e1b6f,MQL,Customer,2025-05-04,2025-05-05,
be942096,036e1b6f,Customer,SQL,2025-05-05,2025-05-05,
be942096,036e1b6f,SQL,Lead,2025-05-05,2025-05-05,
20de7469,ecd99b05,Subscriber,Lead,2025-05-05,2025-05-05,
20de7469,ecd99b05,Lead,Opportunity,2025-05-05,2025-05-05,
20de7469,ecd99b05,Opportunity,SQL,2025-05-05,2025-05-05,
20de7469,ecd99b05,SQL,Customer,2025-05-05,2025-05-05,
7829d6e5,85ee9e3d,Subscriber,SQL,2025-01-10,2025-02-15,
7829d6e5,85ee9e3d,SQL,MQL,2025-04-17,2025-04-27,
7829d6e5,85ee9e3d,MQL,Closed Lost,2025-05-04,2025-05-04,
7829d6e5,85ee9e3d,Closed Lost,Lead,2025-05-05,2025-05-05,
7829d6e5,85ee9e3d,Lead,Customer,2025-05-05,2025-05-05,
e21b7a46,3cd038d2,Subscriber,MQL,2025-04-11,2025-04-21,
e21b7a46,3cd038d2,MQL,SQL,2025-04-23,2025-05-01,
e21b7a46,3cd038d2,SQL,Closed Lost,2025-05-01,2025-05-04,
e21b7a46,3cd038d2,Closed Lost,Customer,2025-05-04,2025-05-05,
e21b7a46,3cd038d2,Customer,Lead,2025-05-05,2025-05-05,
ee6a3562,b2615d56,Subscriber,SQL,2025-04-13,2025-04-25,
ee6a3562,b2615d56,SQL,Closed Lost,2025-04-28,2025-05-03,
ee6a3562,b2615d56,Closed Lost,MQL,2025-05-03,2025-05-05,
329edf10,c3afaaaf,Subscriber,MQL,2025-05-02,2025-05-05,
329edf10,c3afaaaf,MQL,Customer,2025-05-05,2025-05-05,
329edf10,c3afaaaf,Customer,Opportunity,2025-05-05,2025-05-05,
cc3465cd,eb751a9e,Subscriber,SQL,2025-03-09,2025-05-01,
cc3465cd,eb751a9e,SQL,MQL,2025-05-01,2025-05-05,
cc3465cd,eb751a9e,MQL,Customer,2025-05-05,2025-05-05,
c641906b,af69ec3e,Subscriber,Closed Lost,2025-03-13,2025-03-30,
c641906b,af69ec3e,Closed Lost,MQL,2025-04-18,2025-05-04,
c641906b,af69ec3e,MQL,Opportunity,2025-05-05,2025-05-05,
c641906b,af69ec3e,Opportunity,SQL,2025-05-05,2025-05-05,
d7ce42b8,d27f2865,Subscriber,SQL,2025-01-21,2025-03-01,
d7ce42b8,d27f2865,SQL,Opportunity,2025-03-09,2025-04-04,
d7ce42b8,d27f2865,Opportunity,Lead,2025-04-11,2025-05-02,
d7ce42b8,d27f2865,Lead,Customer,2025-05-03,2025-05-05,
1a9643f9,f2217409,Subscriber,Opportunity,2025-02-26,2025-03-28,
1a9643f9,f2217409,Opportunity,SQL,2025-04-20,2025-04-22,
9e5425ef,91570686,Subscriber,Opportunity,2025-01-21,2025-04-28,
9e5425ef,91570686,Opportunity,Customer,2025-05-03,2025-05-03,
d81de31b,076ff39e,Subscriber,Customer,2025-04-19,2025-05-03,
d81de31b,076ff39e,Customer,MQL,2025-05-05,2025-05-05,
22531c14,d049cd82,Subscriber,SQL,2025-04-02,2025-04-15,
22531c14,d049cd82,SQL,Closed Lost,2025-04-30,2025-05-03,
6b6ba1d7,c47df1af,Subscriber,Closed Lost,2025-02-20,2025-04-18,
6b6ba1d7,c47df1af,Closed Lost,Customer,2025-04-24,2025-04-29,
6b6ba1d7,c47df1af,Customer,SQL,2025-05-02,2025-05-04,
6b6ba1d7,c47df1af,SQL,Lead,2025-05-04,2025-05-04,
777a61e5,c2011826,Subscriber,Closed Lost,2025-02-03,2025-02-06,
777a61e5,c2011826,Closed Lost,Customer,2025-02-14,2025-03-21,
777a61e5,c2011826,Customer,MQL,2025-03-29,2025-04-11,
02c436db,c1b2b86f,Subscriber,Closed Lost,2025-01-04,2025-04-05,
02c436db,c1b2b86f,Closed Lost,Opportunity,2025-04-30,2025-05-05,
02c436db,c1b2b86f,Opportunity,SQL,2025-05-05,2025-05-05,
02c436db,c1b2b86f,SQL,MQL,2025-05-05,2025-05-05,
d6c9e31c,8b32aaec,Subscriber,MQL,2025-01-19,2025-05-02,
d6c9e31c,8b32aaec,MQL,Opportunity,2025-05-03,2025-05-03,
d6c9e31c,8b32aaec,Opportunity,SQL,2025-05-04,2025-05-05,
d6c9e31c,8b32aaec,SQL,Closed Lost,2025-05-05,2025-05-05,
d6c9e31c,8b32aaec,Closed Lost,Lead,2025-05-05,2025-05-05,
bd54fd0a,ae305c24,Subscriber,Customer,2025-03-17,2025-04-01,
bd54fd0a,ae305c24,Customer,Opportunity,2025-04-25,2025-05-05,
b29e6838,37848a5b,Subscriber,MQL,2025-01-20,2025-03-05,
b29e6838,37848a5b,MQL,Customer,2025-03-15,2025-04-21,
9501fed7,c4018a3c,Subscriber,MQL,2025-02-20,2025-04-02,
9501fed7,c4018a3c,MQL,Lead,2025-04-25,2025-04-28,
86dc9bf9,ce599eb4,Subscriber,SQL,2025-04-22,2025-05-01,
86dc9bf9,ce599eb4,SQL,MQL,2025-05-05,2025-05-05,
71ce5e01,176b56af,Subscriber,Closed Lost,2025-03-25,2025-04-01,
71ce5e01,176b56af,Closed Lost,SQL,2025-04-18,2025-04-24,
71ce5e01,176b56af,SQL,MQL,2025-04-28,2025-05-02,
71ce5e01,176b56af,MQL,Opportunity,2025-05-05,2025-05-05,
6ce8f2bf,4f30f36f,Subscriber,SQL,2025-01-03,2025-04-14,
6ce8f2bf,4f30f36f,SQL,Lead,2025-04-25,2025-04-28,
1a55057f,eec740eb,Subscriber,Closed Lost,2025-02-11,2025-04-10,
1a55057f,eec740eb,Closed Lost,Lead,2025-05-05,2025-05-05,
7beb14df,d9348c6a,Subscriber,MQL,2025-04-15,2025-04-20,
7beb14df,d9348c6a,MQL,Lead,2025-04-27,2025-05-05,
7beb14df,d9348c6a,Lead,SQL,2025-05-05,2025-05-05,
7beb14df,d9348c6a,SQL,Closed Lost,2025-05-05,2025-05-05,
60875489,df6311dc,Subscriber,Customer,2025-01-15,2025-05-05,
60875489,df6311dc,Customer,SQL,2025-05-05,2025-05-05,
60875489,df6311dc,SQL,Lead,2025-05-05,2025-05-05,
866b6195,88dd1ae5,Subscriber,MQL,2025-01-29,2025-03-13,
866b6195,88dd1ae5,MQL,Lead,2025-04-14,2025-04-16,
866b6195,88dd1ae5,Lead,Opportunity,2025-04-16,2025-05-03,
866b6195,88dd1ae5,Opportunity,SQL,2025-05-04,2025-05-04,
866b6195,88dd1ae5,SQL,Closed Lost,2025-05-05,2025-05-05,
b0163006,fc04f0c4,Subscriber,SQL,2025-03-23,2025-04-17,
b0163006,fc04f0c4,SQL,Closed Lost,2025-04-28,2025-05-03,
31ef5f00,d2df1754,Subscriber,Customer,2025-03-07,2025-04-07,
31ef5f00,d2df1754,Customer,MQL,2025-05-01,2025-05-04,
31ef5f00,d2df1754,MQL,Closed Lost,2025-05-05,2025-05-05,
31ef5f00,d2df1754,Closed Lost,Lead,2025-05-05,2025-05-05,
283b5595,74481a35,Subscriber,Opportunity,2025-02-24,2025-02-24,
283b5595,74481a35,Opportunity,SQL,2025-04-14,2025-04-30,
6ba10027,9efd3d6a,Subscriber,SQL,2025-02-22,2025-04-08,
6ba10027,9efd3d6a,SQL,Customer,2025-05-01,2025-05-04,
6ba10027,9efd3d6a,Customer,Opportunity,2025-05-05,2025-05-05,
baad553e,3e3cce76,Subscriber,Closed Lost,2024-12-19,2025-02-03,
baad553e,3e3cce76,Closed Lost,Lead,2025-03-06,2025-04-02,
baad553e,3e3cce76,Lead,SQL,2025-04-10,2025-04-24,
baad553e,3e3cce76,SQL,MQL,2025-05-05,2025-05-05,
baad553e,3e3cce76,MQL,Opportunity,2025-05-05,2025-05-05,
96ed07b6,02c9df57,Subscriber,Lead,2025-03-08,2025-04-05,
96ed07b6,02c9df57,Lead,Closed Lost,2025-04-17,2025-04-27,
96ed07b6,02c9df57,Closed Lost,SQL,2025-05-05,2025-05-05,
0d768883,9c4c0f8c,Subscriber,Customer,2025-03-22,2025-03-31,
0d768883,9c4c0f8c,Customer,SQL,2025-04-02,2025-04-23,
0d768883,9c4c0f8c,SQL,Lead,2025-04-26,2025-05-01,
0d768883,9c4c0f8c,Lead,Opportunity,2025-05-01,2025-05-02,
0d768883,9c4c0f8c,Opportunity,Closed Lost,2025-05-02,2025-05-05,
ec1b2f76,2a8b25f2,Subscriber,Customer,2025-04-06,2025-04-08,
ec1b2f76,2a8b25f2,Customer,Lead,2025-04-23,2025-04-30,
c6c42713,6b2f0a43,Subscriber,Customer,2025-04-16,2025-04-20,
c6c42713,6b2f0a43,Customer,Closed Lost,2025-04-25,2025-05-01,
c6c42713,6b2f0a43,Closed Lost,Lead,2025-05-01,2025-05-03,
c6c42713,6b2f0a43,Lead,Opportunity,2025-05-04,2025-05-04,
c6c42713,6b2f0a43,Opportunity,SQL,2025-05-04,2025-05-05,
b028a64b,041586fd,Subscriber,SQL,2025-04-11,2025-04-24,
b028a64b,041586fd,SQL,MQL,2025-04-25,2025-05-04,
b028a64b,041586fd,MQL,Lead,2025-05-05,2025-05-05,
b028a64b,041586fd,Lead,Opportunity,2025-05-05,2025-05-05,
8cefcac1,07d578f0,Subscriber,Opportunity,2025-03-09,2025-03-26,
8cefcac1,07d578f0,Opportunity,Lead,2025-03-30,2025-04-18,
781868a7,30b3e102,Subscriber,Opportunity,2025-01-21,2025-03-16,
781868a7,30b3e102,Opportunity,Lead,2025-04-18,2025-05-02,
781868a7,30b3e102,Lead,Closed Lost,2025-05-03,2025-05-05,
781868a7,30b3e102,Closed Lost,SQL,2025-05-05,2025-05-05,
781868a7,30b3e102,SQL,MQL,2025-05-05,2025-05-05,
9be216b0,e082dd1a,Subscriber,Lead,2025-04-06,2025-04-11,
9be216b0,e082dd1a,Lead,Opportunity,2025-04-15,2025-05-01,
be45afe6,5e540ede,Subscriber,Lead,2025-03-25,2025-04-06,
be45afe6,5e540ede,Lead,Customer,2025-05-03,2025-05-05,
be45afe6,5e540ede,Customer,Closed Lost,2025-05-05,2025-05-05,
be45afe6,5e540ede,Closed Lost,SQL,2025-05-05,2025-05-05,
be45afe6,5e540ede,SQL,MQL,2025-05-05,2025-05-05,
11637906,9b3eba3b,Subscriber,SQL,2025-02-28,2025-03-08,
11637906,9b3eba3b,SQL,Opportunity,2025-03-26,2025-05-03,
11637906,9b3eba3b,Opportunity,Customer,2025-05-03,2025-05-04,
11637906,9b3eba3b,Customer,MQL,2025-05-05,2025-05-05,
11637906,9b3eba3b,MQL,Lead,2025-05-05,2025-05-05,
6416c6ac,77a59956,Subscriber,MQL,2025-02-04,2025-03-13,
6416c6ac,77a59956,MQL,Closed Lost,2025-03-16,2025-03-17,
6416c6ac,77a59956,Closed Lost,Opportunity,2025-04-30,2025-05-04,
6416c6ac,77a59956,Opportunity,Customer,2025-05-05,2025-05-05,
6416c6ac,77a59956,Customer,Lead,2025-05-05,2025-05-05,
13028450,63937c00,Subscriber,SQL,2025-03-14,2025-05-03,
13028450,63937c00,SQL,Closed Lost,2025-05-03,2025-05-05,
13028450,63937c00,Closed Lost,Opportunity,2025-05-05,2025-05-05,
bf6a20e4,ac6e6773,Subscriber,SQL,2025-02-19,2025-02-26,
bf6a20e4,ac6e6773,SQL,Opportunity,2025-03-16,2025-05-01,
bf6a20e4,ac6e6773,Opportunity,Customer,2025-05-01,2025-05-02,
b418389f,1df9040a,Subscriber,MQL,2025-02-22,2025-04-20,
b418389f,1df9040a,MQL,Lead,2025-04-30,2025-05-01,
b418389f,1df9040a,Lead,Customer,2025-05-05,2025-05-05,
b418389f,1df9040a,Customer,Closed Lost,2025-05-05,2025-05-05,
b418389f,1df9040a,Closed Lost,Opportunity,2025-05-05,2025-05-05,
3aa1f0a5,7d6fbfaf,Subscriber,Customer,2025-04-09,2025-04-10,
3aa1f0a5,7d6fbfaf,Customer,MQL,2025-05-03,2025-05-05,
3aa1f0a5,7d6fbfaf,MQL,Lead,2025-05-05,2025-05-05,
3aa1f0a5,7d6fbfaf,Lead,SQL,2025-05-05,2025-05-05,
5b8dbcb3,ea159284,Subscriber,Opportunity,2025-01-10,2025-03-12,
5b8dbcb3,ea159284,Opportunity,Lead,2025-04-08,2025-04-14,
5b8dbcb3,ea159284,Lead,Customer,2025-05-05,2025-05-05,
5b8dbcb3,ea159284,Customer,MQL,2025-05-05,2025-05-05,
5b8dbcb3,ea159284,MQL,SQL,2025-05-05,2025-05-05,
a92dc4d2,8590a6a4,Subscriber,MQL,2025-03-29,2025-05-05,
a92dc4d2,8590a6a4,MQL,Closed Lost,2025-05-05,2025-05-05,
a92dc4d2,8590a6a4,Closed Lost,Lead,2025-05-05,2025-05-05,
5bfcf542,14fab06d,Subscriber,Opportunity,2024-11-25,2025-03-12,
5bfcf542,14fab06d,Opportunity,MQL,2025-04-11,2025-04-21,
91a7b917,ce83e97a,Subscriber,Opportunity,2025-04-22,2025-04-22,
91a7b917,ce83e97a,Opportunity,Lead,2025-05-02,2025-05-02,
91a7b917,ce83e97a,Lead,Customer,2025-05-02,2025-05-05,
2192c3c0,1b7402a3,Subscriber,Customer,2025-04-21,2025-04-26,
2192c3c0,1b7402a3,Customer,Closed Lost,2025-04-27,2025-04-29,
2192c3c0,1b7402a3,Closed Lost,SQL,2025-05-01,2025-05-05,
51746bcf,16b4de65,Subscriber,MQL,2025-03-25,2025-04-29,
51746bcf,16b4de65,MQL,SQL,2025-05-03,2025-05-05,
51746bcf,16b4de65,SQL,Lead,2025-05-05,2025-05-05,
50982b53,4754d393,Subscriber,Lead,2025-02-26,2025-04-07,
50982b53,4754d393,Lead,MQL,2025-04-11,2025-05-02,
50982b53,4754d393,MQL,SQL,2025-05-05,2025-05-05,
2af21921,79f07755,Subscriber,Customer,2025-02-05,2025-04-23,
2af21921,79f07755,Customer,Closed Lost,2025-05-05,2025-05-05,
2af21921,79f07755,Closed Lost,MQL,2025-05-05,2025-05-05,
7be8b647,8eff1635,Subscriber,Customer,2025-01-27,2025-03-17,
7be8b647,8eff1635,Customer,Lead,2025-03-28,2025-05-02,
7be8b647,8eff1635,Lead,Closed Lost,2025-05-02,2025-05-02,
7be8b647,8eff1635,Closed Lost,Opportunity,2025-05-02,2025-05-02,
7be8b647,8eff1635,Opportunity,SQL,2025-05-02,2025-05-05,
5eb166a9,5337c775,Subscriber,SQL,2025-02-12,2025-02-19,
5eb166a9,5337c775,SQL,Closed Lost,2025-04-08,2025-04-13,
5eb166a9,5337c775,Closed Lost,Customer,2025-04-26,2025-04-27,
5eb166a9,5337c775,Customer,MQL,2025-04-27,2025-05-01,
5eb166a9,5337c775,MQL,Lead,2025-05-01,2025-05-02,
f1fe0806,b3a5e50e,Subscriber,Closed Lost,2024-12-20,2025-01-06,
f1fe0806,b3a5e50e,Closed Lost,MQL,2025-02-09,2025-04-09,
f1fe0806,b3a5e50e,MQL,Opportunity,2025-04-21,2025-04-27,
f1fe0806,b3a5e50e,Opportunity,Customer,2025-04-29,2025-05-03,
fab8cc8e,b54667af,Subscriber,Lead,2025-04-11,2025-04-17,
fab8cc8e,b54667af,Lead,Customer,2025-04-27,2025-04-29,
fab8cc8e,b54667af,Customer,Opportunity,2025-05-01,2025-05-05,
fab8cc8e,b54667af,Opportunity,Closed Lost,2025-05-05,2025-05-05,
3b898ee9,32bf5ed0,Subscriber,Lead,2025-02-08,2025-05-05,
3b898ee9,32bf5ed0,Lead,Customer,2025-05-05,2025-05-05,
3b898ee9,32bf5ed0,Customer,Opportunity,2025-05-05,2025-05-05,
3b898ee9,32bf5ed0,Opportunity,SQL,2025-05-05,2025-05-05,
3b898ee9,32bf5ed0,SQL,Closed Lost,2025-05-05,2025-05-05,
baaf2711,272359b4,Subscriber,Lead,2025-02-08,2025-03-24,
baaf2711,272359b4,Lead,MQL,2025-04-25,2025-04-27,
17f9f19d,18aa001f,Subscriber,SQL,2025-01-16,2025-03-20,
17f9f19d,18aa001f,SQL,Lead,2025-03-23,2025-04-14,
e3b01d04,86720959,Subscriber,MQL,2025-03-19,2025-04-11,
e3b01d04,86720959,MQL,Lead,2025-04-11,2025-04-15,
e3b01d04,86720959,Lead,Opportunity,2025-05-04,2025-05-05,
06696bd6,8f0df776,Subscriber,Lead,2025-03-31,2025-04-03,
06696bd6,8f0df776,Lead,Customer,2025-04-05,2025-04-13,
d8b6f651,511dc31c,Subscriber,Closed Lost,2024-12-24,2025-01-05,
d8b6f651,511dc31c,Closed Lost,MQL,2025-03-01,2025-03-02,
